omega_m,alpha_qg,q1_delta_proxy_l2,q1_refinement_max_obs,q1_assumption_sensitivity_hardened,q2_D_star,q2_D_median,q2_D_trimmed_mean,q2_D_p95,q2_D_p99,q2_D_max,q2_spike_ratio_max_over_median,q2_spike_detected,q2_true_replication_rel_diff,q2_method_disagreement_rel_diff,q2_t_first_method_disagreement_1pct,pass_q2_robust_bulk,pass_all_envelope
0.29,7e-07,0.016977526156602127,1.346810514391057e-07,0.8699101441699433,0.03393754126608315,0.0216964369109921,0.03151592896390285,0.1035013855013307,0.11618860055423852,0.1195559357008138,5.510394918358114,False,0.0,0.9999938298386329,0.7015,True,False
0.295,7e-07,0.02699963554347053,1.7076508628155026e-07,0.8710860203997041,0.04071650649618676,0.023691316256530315,0.03733006762620845,0.13138616535581238,0.1489753250308632,0.15365298825838392,6.485624800016093,False,0.0,0.9999922352854013,0.669,True,False
0.3,7e-07,0.06783513906801192,2.7957944614838807e-07,0.8758475184973264,0.06410767964420144,0.02654805882612532,0.054449434750161486,0.25824854842148437,0.330215503803594,0.35329564168731664,13.307776813408045,False,0.0,0.9999913754687292,0.64,True,False
