t,a_ref,a_eu_on_ref,abs_err,rel_err
0.0,0.1,0.1,0.0,0.0
0.000125,0.10018738362277238,0.10018750000000001,1.1637722763246927e-07,1.1615956363393427e-06
0.00025,0.10037453507393763,0.100375,4.6492606237125145e-07,4.631912486855099e-06
0.000375,0.10056145522331196,0.10056203390625001,5.78682938054409e-07,5.754520325599406e-06
0.0005,0.10074814493481699,0.10074906781250001,9.228776830239038e-07,9.160244921839375e-06
0.000625,0.10093460506653716,0.10093563912046011,1.0340539229464207e-06,1.0244790894706045e-05
0.00075,0.10112083647077637,0.10112221042842022,1.373957643852064e-06,1.358728519071458e-05
0.000875,0.10130683999411383,0.1013083225862341,1.4825921202665793e-06,1.4634669488779897e-05
0.001,0.10149261647745933,0.10149443474404796,1.8182665886268268e-06,1.7915259767006114e-05
0.0011250000000000001,0.10167816675610773,0.10168009115346016,1.924397352429108e-06,1.892635768153729e-05
0.00125,0.10186349165979283,0.10186574756287237,2.2559030795343826e-06,2.2146335677052016e-05
0.001375,0.10204859201274052,0.10205095158012274,2.3595673822179863e-06,2.3121998409575085e-05
0.0015,0.10223346863372128,0.10223615559737312,2.6869636518406237e-06,2.6282622391179573e-05
0.0016250000000000001,0.10241812233610205,0.10242091053406872,2.7881979666743995e-06,2.7223677832370704e-05
0.00175,0.10260255392789744,0.10260566547076433,3.1115428668904155e-06,3.0326173645511592e-05
0.001875,0.10278676421182034,0.1027899745947298,3.210382909457632e-06,3.1233427125322535e-05
0.002,0.10297075398533186,0.10297428371869527,3.5297333634137784e-06,3.4278989196452356e-05
0.002125,0.10315452404069067,0.10315815025480213,3.62621411145736e-06,3.515322420591962e-05
0.0022500000000000003,0.1033380751650018,0.10334201679090899,3.9416259071806126e-06,3.814301651048665e-05
0.002375,0.10352140814026477,0.10352544392188463,4.035781619865508e-06,3.8984995397253946e-05
0.0025,0.10370452374342114,0.10370887105286028,4.347309439142744e-06,4.192015239275894e-05
0.002625,0.10388742274640153,0.1038918619200772,4.439173675666042e-06,4.2730617030537164e-05
0.00275,0.10407010591617206,0.1040748527872941,4.746871122035534e-06,4.561224455617513e-05
0.002875,0.1042525740147802,0.10425741049153991,4.836476759709218e-06,4.639191699020774e-05
0.003,0.10443482779940011,0.10443996819578572,5.1403963856055945e-06,4.9221093134555564e-05
0.003125,0.10461686802237737,0.10462209579801468,5.227775637314802e-06,4.9970676202967004e-05
0.0032500000000000003,0.10479869543127326,0.10480422340024365,5.527968970381325e-06,5.274845214086182e-05
0.003375,0.1049803107689085,0.10498592392231007,5.6131534015707585e-06,5.346863007413696e-05
0.0035,0.10516171477340638,0.1051676244443765,5.909670970111192e-06,5.619603087344855e-05
0.003625,0.1053429081782355,0.10534890086975067,5.992691515174786e-06,5.688746987158702e-05
0.00375,0.10552389171225188,0.10553017729512484,6.285582872966877e-06,5.9565495272925275e-05
0.003875,0.10570466609974075,0.10571103256959197,6.366469851221135e-06,6.022884406270017e-05
0.004,0.10588523206045765,0.1058918878440591,6.6557836014558e-06,6.285846923068046e-05
0.004125,0.1060655903096692,0.10607232487640172,6.734566732530256e-06,6.349435960209098e-05
0.00425,0.10624574155819326,0.10625276190874434,7.020350551084631e-06,6.607653585098614e-05
0.004375,0.1064256865124388,0.10643278357140873,7.097058969923742e-06,6.668558317539428e-05
0.0045000000000000005,0.10660542587444513,0.10661280523407311,7.379359627981974e-06,6.922123867009329e-05
0.004625,0.10678496034192077,0.10679241436382012,7.454021899347407e-06,6.980404239960277e-05
0.00475,0.10696429060828183,0.10697202349356713,7.732885285299806e-06,7.229408283198587e-05
0.004875,0.10714341736269002,0.1071512228921079,7.80552941788415e-06,7.285122698169747e-05
0.005,0.10732234129009013,0.1073304222906487,8.081000558560203e-06,7.52965362236866e-05
0.005125,0.10750106307124711,0.10750921472526576,8.151654018642707e-06,7.58285898367355e-05
0.00525,0.10767958338278279,0.1076880071598828,8.423777100016738e-06,7.823003057201244e-05
0.0053750000000000004,0.10785790289721205,0.10786639536403674,8.492466824688849e-06,7.873754816818608e-05
0.0055,0.10803602228297872,0.10804478356819065,8.761285211933423e-06,8.109596250207093e-05
0.005625,0.10821394220449101,0.10822277024211302,8.828037622005125e-06,8.157948451155002e-05
0.00575,0.10839166332215651,0.1084007569160354,9.093593878892192e-06,8.389569455968735e-05
0.005875,0.10856918629241681,0.10857834472730823,9.15843489142365e-06,8.435574774187334e-05
0.006,0.10874651176778179,0.10875593253858105,9.42077079926773e-06,8.663055620013666e-05
0.006125,0.10892364039686345,0.10893312412270303,9.483725839587454e-06,8.706765404675603e-05
0.00625,0.1091005728244094,0.10911031570682503,9.742882415633702e-06,8.93018447420453e-05
0.0063750000000000005,0.10927730969133594,0.10928711366776517,9.803976429231809e-06,8.971648786856096e-05
0.006500000000000001,0.10945385163476085,0.10946391162870532,1.0059993944475099e-05,9.19108262909234e-05
0.006625,0.10963019928803572,0.10964031853944407,1.0119251408355345e-05,9.230350281283853e-05
0.00675,0.10980635328077798,0.10981672545018284,1.0372169404859743e-05,9.445873663009021e-05
0.006875,0.10998231423890256,0.10999274385324126,1.0429614338697268e-05,9.482992252774443e-05
0.007,0.1101580827846532,0.11016876225629968,1.0679471646485306e-05,9.694678208372951e-05
0.007125,0.11033365953663342,0.1103443946642568,1.0735127623381913e-05,9.729694155406398e-05
0.00725,0.11050904510983715,0.11052002707221392,1.0981962376768739e-05,9.93761403499003e-05
0.0073750000000000005,0.11068424011567903,0.11069527596821278,1.1035852533758383e-05,9.970572614696024e-05
0.0075,0.11085924516202433,0.11087052486421164,1.1279702187311225e-05,0.00010174796130738106
0.007625,0.11103406085321868,0.1110453927024542,1.1331849235518554e-05,0.00010205741507102558
0.00775,0.11120868779011726,0.11122026054069674,1.1572750579474933e-05,0.000104063367794753
0.007875,0.1113831265701139,0.11139474974692792,1.1623176814024028e-05,0.00010435312036879589
0.008,0.1115573777871697,0.11156923895315912,1.1861165989418554e-05,0.00010632345636563187
0.008125,0.11173144203184147,0.11174335192514054,1.1909893299064112e-05,0.00010659392810548258
0.00825,0.11190531989130971,0.11191746489712197,1.2145005812258525e-05,0.00010852929801777518
0.008375,0.11207901194940645,0.1120912040050952,1.2192055688753367e-05,0.000108780899088019
0.0085,0.1122525187866427,0.11226494311306845,1.2424326425744536e-05,0.00011068193890026847
0.008625,0.11242584098023563,0.11243831070020852,1.2469719972887927e-05,0.00011091506956198782
0.00875,0.11259897910413544,0.11261167828734857,1.2699183213130127e-05,0.00011278240099659669
0.008875000000000001,0.11277193372905199,0.11278467667020761,1.2742941155621801e-05,0.00011299745188583999
0.009000000000000001,0.11294470542248113,0.11295767505306664,1.2969630585515923e-05,0.00011483168278673702
0.009125,0.11311729474873068,0.11313030652200823,1.3011773277546435e-05,0.000115029035183785
0.00925,0.11328970226894629,0.11330293799094983,1.3235722003540618e-05,0.00011683075988777252
0.009375,0.11346192854113686,0.11347520481057408,1.327626943721516e-05,0.00011701078597832564
0.0095,0.11363397412019983,0.11364747163019834,1.3497509998502966e-05,0.0001187805856743639
0.009625,0.11380583955794611,0.11381937603975802,1.3536481811904366e-05,0.0001189436488011841
0.00975,0.1139775254031248,0.1139912804493177,1.375504619290091e-05,0.0001206820918795249
0.009875,0.1141490322014476,0.11416282466312563,1.3792461678027723e-05,0.00012082854678686176
0.01,0.11432036049561312,0.11433436887693357,1.400838132045723e-05,0.00012253618917685847
0.010125,0.11449151082533067,0.11450555508476158,1.4044259430912032e-05,0.00012266638224678477
0.01025,0.11466248372734407,0.11467674129258959,1.4257565245520687e-05,0.00012434376774380387
0.010375,0.11483327973545505,0.11484757166005909,1.4291924604031836e-05,0.0001244580372254146
0.0105,0.1150038993805465,0.11501840202752858,1.4502646982078593e-05,0.00012610569780846634
0.010625,0.11517434319060539,0.11518887869649316,1.4535505887772193e-05,0.00012620437403942328
0.010750000000000001,0.11534461169074556,0.11535935536545776,1.4743674712200394e-05,0.00012782283017892542
0.010875000000000001,0.11551470540323018,0.1155294804543779,1.4775051147719598e-05,0.00012790623580040148
0.011,0.11568462484749406,0.11569960554329803,1.498069580396777e-05,0.00012949599675597816
0.011125,0.1158543705401657,0.11586938114760806,1.501060744235616e-05,0.00012956444692047232
0.01125,0.1160239429950891,0.11603915675191809,1.52137568289884e-05,0.0001311260110306044
0.011375,0.11619334272334537,0.1162085849443858,1.5242221040420723e-05,0.00013117981360353918
0.0115,0.11636257023327412,0.1163780131368535,1.5442903579382383e-05,0.00013271366856561854
0.011625,0.1165316260304946,0.11654709596793236,1.5469937437756487e-05,0.00013275312432101566
0.01175,0.11670051061792674,0.11671617879901124,1.5668181084491084e-05,0.00013425974746407074
0.011875,0.11686922449581182,0.11688491829718559,1.5693801373770078e-05,0.00013428515027352094
0.012,0.11703776816173302,0.11705365779535994,1.5889633626919863e-05,0.00013576500882144337
0.012125,0.1172061421106358,0.11722205596748317,1.591385684736324e-05,0.00013577664583773558
0.01225,0.11737434683484803,0.1173904541396064,1.610730475837263e-05,0.00013723019716596448
0.012375,0.11754238282409986,0.11755851297123245,1.613014713258698e-05,0.00013722834900093295
0.0125,0.11771025056554353,0.11772657180285849,1.6321237314959047e-05,0.00013865604088465433
0.012625,0.11787795054377287,0.11789429325856667,1.634271479379612e-05,0.0001386409817816375
0.012750000000000001,0.11804548324084267,0.11806201471427484,1.6531473432168653e-05,0.00014004325263712226
