t,a_ref,a_eu_on_ref,abs_err,rel_err
0.0,0.1,0.1,0.0,0.0
0.000125,0.10018738359940788,0.10018750000000001,1.1640059213724463e-07,1.1618288446643437e-06
0.00025,0.10037453498076977,0.100375,4.650192302335654e-07,4.632840693335728e-06
0.000375,0.10056145501433289,0.1005625,1.0449856671090885e-06,1.0391513000285624e-05
0.0005,0.10074814456444434,0.10075,1.8554355556699154e-06,1.841657296708877e-05
0.000625,0.10093460448960857,0.10093750000000001,2.8955103914402036e-06,2.868699398072416e-05
0.00075,0.10112083564254415,0.101125,4.164357455857526e-06,4.1181992112666364e-05
0.000875,0.10130683887023967,0.1013125,5.661129760331507e-06,5.588102267787263e-05
0.001,0.10149261501400912,0.1015,7.384985990885329e-06,7.276377685081718e-05
0.0011250000000000001,0.10167816490954647,0.10168563525,7.470340453535895e-06,7.347044923737052e-05
0.00125,0.10186348938697955,0.1018712705,7.78111302045248e-06,7.638765437233298e-05
0.001375,0.10204858927092335,0.10205690575000001,8.316479076661554e-06,8.14952870596035e-05
0.0015,0.10223346538053256,0.102242541,9.075619467446838e-06,8.877346995590489e-05
0.0016250000000000001,0.10241811852955356,0.10242817625,1.0057720446446372e-05,9.8202550396823e-05
0.00175,0.10260254952637562,0.10261381150000001,1.1261973624387966e-05,0.0001097630972755973
0.001875,0.10278675917408167,0.10279944675000001,1.2687575918338134e-05,0.0001234358979725208
0.002,0.10297074827049825,0.102985082,1.4333729501755932e-05,0.0001392019553368876
0.002125,0.10315451760824496,0.10316890753286179,1.4389924616831085e-05,0.00013949873403974684
0.0022500000000000003,0.10333806797478329,0.10335273306572355,1.4665090940266245e-05,0.00014191373254476464
0.002375,0.10352140015246485,0.10353655859858532,1.5158446120475122e-05,0.0001464281404439066
0.0025,0.10370451491857897,0.1037203841314471,1.586921286812759e-05,0.00015302335564258468
0.002625,0.10388741304539982,0.10390420966430888,1.6796618909062366e-05,0.00016168098152296773
0.00275,0.10407009530023284,0.10408803519717065,1.7939896937810285e-05,0.00017238282415380833
0.002875,0.1042525624454607,0.10427186073003242,1.929828457171434e-05,0.00018511088954585624
0.003,0.1044348152385887,0.1044556862628942,2.0871024305493813e-05,0.00019984738095061772
0.003125,0.10461685443228959,0.10463775422240726,2.0899790117670514e-05,0.00019977459875929584
0.0032500000000000003,0.10479868077444784,0.10481982218192032,2.1141407472474727e-05,0.00020173352676047476
0.003375,0.10498029500820348,0.10500189014143338,2.159513322989859e-05,0.0002057065397673999
0.0035,0.10516169787199528,0.10518395810094644,2.2260228951159755e-05,0.00021167620342394145
0.003625,0.10534289009960354,0.1053660260604595,2.3135960855957816e-05,0.00021962527166363236
0.00375,0.10552387242019233,0.10554809401997256,2.4221599780230307e-05,0.00022953668420905293
0.003875,0.10570464555835117,0.10573016197948562,2.5516421134449963e-05,0.00024139356411127764
0.004,0.10588521023413633,0.10591222993899868,2.7019704862352167e-05,0.0002551792153276665
0.004125,0.1060655671631116,0.10609258979383172,2.7022630720130447e-05,0.0002547728866482539
0.00425,0.10624571705638851,0.10627294964866478,2.7232592276271728e-05,0.0002563170829918549
0.004375,0.10642566062066623,0.10645330950349782,2.7648882831590726e-05,0.0002597952662012556
0.0045000000000000005,0.10660539855827088,0.10663366935833087,2.827080005998739e-05,0.0002651910732694668
0.004625,0.10678493156719442,0.10681402921316391,2.9097645969491936e-05,0.0002724883140575126
0.00475,0.10696426034113311,0.10699438906799695,3.0128726863837274e-05,0.00028167096904844384
0.004875,0.10714338556952556,0.10717474892283001,3.136335330444773e-05,0.00029272318713594964
0.005,0.10732230793759019,0.10735510877766305,3.2800840072857995e-05,0.0003056292834471278
0.005125,0.10750102812636247,0.10753380751509059,3.277938872811581e-05,0.0003049216300478992
0.00525,0.10767954681273159,0.10771250625251814,3.295943978655347e-05,0.0003060882104553599
0.0053750000000000004,0.10785786466947674,0.10789120498994569,3.334032046894975e-05,0.0003091134853366385
0.0055,0.10803598236530301,0.10806990372737323,3.3921362070213346e-05,0.0003139820764114907
0.005625,0.10821390056487688,0.10824860246480078,3.4701899923897384e-05,0.0003206787643985943
0.00575,0.10839161992886125,0.10842730120222832,3.568127336707472e-05,0.000329188486992744
0.005875,0.10856914111395012,0.10860599993965588,3.6858825705754494e-05,0.00033949633687410777
0.006,0.10874646477290292,0.10878469867708342,3.8233904180492995e-05,0.0003515875597458469
0.006125,0.10892359155457836,0.10896178097879497,3.81894242166142e-05,0.00035060746410917114
0.00625,0.10910052210396795,0.10913886328050651,3.834117653855884e-05,0.00035142981719208505
0.0063750000000000005,0.1092772570622292,0.10931594558221806,3.8688519988866465e-05,0.00035403999907166855
0.006500000000000001,0.10945379706671832,0.1094930278839296,3.923081721128596e-05,0.0003584235381744883
0.006625,0.10963014275102269,0.10967011018564114,3.99674346184542e-05,0.0003645661094250559
0.00675,0.10980629474499289,0.1098471924873527,4.0897742359810585e-05,0.00037245353242078256
0.006875,0.10998225367477438,0.11002427478906424,4.202111428985855e-05,0.00038207176963401477
0.007,0.11015802016283888,0.11020135709077579,4.3336927936912795e-05,0.0003934069246419867
0.007125,0.11033359482801536,0.1103768654927685,4.3270664753139454e-05,0.0003921803220550192
0.00725,0.1105089782855207,0.11055237389476122,4.339560924052077e-05,0.0003926885391013178
0.0073750000000000005,0.11068417114699002,0.11072788229675393,4.371114976391144e-05,0.0003949178036113409
0.0075,0.11085917402050666,0.11090339069874663,4.421667823997777e-05,0.00039885448029585894
0.007625,0.11103398751063187,0.11107889910073934,4.491159010747148e-05,0.0004044850690710413
0.00775,0.11120861221843416,0.11125440750273205,4.5795284297892036e-05,0.00041179620340861073
0.007875,0.11138304874151829,0.11142991590472477,4.68671632064821e-05,0.00042077464871018416
0.008,0.11155729767405403,0.11160542430671748,4.812663266344497e-05,0.0004314073007044327
0.008125,0.11173135960680458,0.11177939934501308,4.8039738208494054e-05,0.0004299575193352247
0.00825,0.11190523512715458,0.11195337438330867,4.813925615408665e-05,0.0004301787677706679
0.008375,0.112078924819138,0.11212734942160427,4.842460246626268e-05,0.0004320580568059975
0.0085,0.11225242926346561,0.11230132445989986,4.8895196434251e-05,0.00043558252373754466
0.008625,0.11242574903755218,0.11247529949819546,4.9550460643282834e-05,0.0004407394308463239
0.00875,0.11259888471554337,0.11264927453649105,5.038982094768274e-05,0.00044751616390323253
0.008875000000000001,0.11277183686834245,0.11282324957478665,5.141270644419549e-05,0.0004559002306951667
0.009000000000000001,0.11294460606363656,0.11299722461308224,5.261854944568767e-05,0.0004658792595729649
0.009125,0.11311719286592281,0.11316970495678703,5.251209086422348e-05,0.00046422731623534287
0.00925,0.1132895978365341,0.11334218530049182,5.258746395772618e-05,0.0004641861650317121
0.009375,0.1134618215336646,0.11351466564419661,5.2844110532010435e-05,0.00046574354102301183
0.0095,0.11363386451239507,0.1136871459879014,5.3281475506331e-05,0.00046888729636154053
0.009625,0.11380572732471778,0.1138596263316062,5.389900688843041e-05,0.00047360539891495835
0.00975,0.11397741051956127,0.114032106675311,5.469615574972553e-05,0.000479885930908545
0.009875,0.11414891464281486,0.11420458701901579,5.5672376200924245e-05,0.0004877170875879902
0.01,0.11432024023735282,0.11437706736272057,5.682712536775325e-05,0.0004970871758996282
0.010125,0.11449138784305836,0.11454808993575784,5.670209269947879e-05,0.0004952520339538897
