t,a_ref,a_eu_on_ref,abs_err,rel_err
0.0,0.1,0.1,0.0,0.0
0.000125,0.10018738359940788,0.10018750000000001,1.1640059213724463e-07,1.1618288446643437e-06
0.00025,0.10037453498076977,0.100375,4.650192302335654e-07,4.632840693335728e-06
0.000375,0.10056145501433289,0.1005620338125,5.787981671168119e-07,5.755666194709601e-06
0.0005,0.10074814456444434,0.10074906762500001,9.230605556714844e-07,9.162060102069993e-06
0.000625,0.10093460448960857,0.10093563874719833,1.0342575897520634e-06,1.0246808762781967e-05
0.00075,0.10112083564254415,0.10112220986939664,1.3742268524935541e-06,1.3589947549003124e-05
0.000875,0.10130683887023967,0.1013083217511307,1.4828808910377633e-06,1.4637520107967422e-05
0.001,0.10149261501400912,0.10149443363286477,1.8186188556479355e-06,1.7918730888911395e-05
0.0011250000000000001,0.10167816490954647,0.10168008967752991,1.9247679834411002e-06,1.8930003163937577e-05
0.00125,0.10186348938697955,0.10186574572219503,2.2563352154864047e-06,2.2150578475812485e-05
0.001375,0.10204858927092335,0.1020509492876401,2.360016716745905e-06,2.3126402173776258e-05
0.0015,0.10223346538053256,0.10223615285308517,2.6874725526093712e-06,2.6287601057110378e-05
0.0016250000000000001,0.10241811852955356,0.10242090725248586,2.7887229323009244e-06,2.7228804554695948e-05
0.00175,0.10260254952637562,0.10260566165188653,3.1121255109067825e-06,3.0331853596939427e-05
0.001875,0.10278675917408167,0.10278997015459689,3.210980515214179e-06,3.123924269054897e-05
0.002,0.10297074827049825,0.10297427865730725,3.5303868090030832e-06,3.4285337033085605e-05
0.002125,0.10315451760824496,0.10315814448969028,3.62688144532608e-06,3.5159695662579056e-05
0.0022500000000000003,0.10333806797478329,0.10334201032207331,3.942347290022963e-06,3.8149999968887964e-05
0.002375,0.10352140015246485,0.10352543666831103,4.036515846184141e-06,3.899209091298204e-05
0.0025,0.10370451491857897,0.10370886301454876,4.348095969788912e-06,4.192774030332884e-05
0.002625,0.10388741304539982,0.10389185301743258,4.439972032754813e-06,4.273830585053128e-05
0.00275,0.10407009530023284,0.10407484302031639,4.747720083547735e-06,4.562040680227058e-05
0.002875,0.1042525624454607,0.10425739978201819,4.837336557483862e-06,4.6400169396454386e-05
0.003,0.1044348152385887,0.10443995654371999,5.141305131281526e-06,4.922980061328976e-05
0.003125,0.10461685443228959,0.10462208312654467,5.228694255079991e-06,4.997946347606992e-05
0.0032500000000000003,0.10479868077444784,0.10480420970936936,5.528934921519846e-06,5.275767672514314e-05
0.003375,0.10498029500820348,0.1049859091364893,5.6141282858135355e-06,5.347792445596363e-05
0.0035,0.10516169787199528,0.10516760856360922,5.91069161394453e-06,5.6205745376411426e-05
0.003625,0.10534289009960354,0.10534888381978108,5.993720177538409e-06,5.689724453042046e-05
0.00375,0.10552387242019233,0.10553015907595292,6.286655760592841e-06,5.95756734131168e-05
0.003875,0.10570464555835117,0.10571101310821757,6.36754986639565e-06,6.023907305834131e-05
0.004,0.10588521023413633,0.1058918671404822,6.656906345867131e-06,6.28690855988965e-05
0.004125,0.1060655671631116,0.106072302858848,6.735695736406755e-06,6.350501785417587e-05
0.00425,0.10624571705638851,0.10625273857721379,7.021520825281624e-06,6.608756587858481e-05
0.004375,0.10642566062066623,0.1064327588553239,7.098234657665348e-06,6.669664643159295e-05
0.0045000000000000005,0.10660539855827088,0.106612779133434,7.380575163126735e-06,6.92326585983581e-05
0.004625,0.10678493156719442,0.10679238680921804,7.455242023626796e-06,6.981548720603445e-05
0.00475,0.10696426034113311,0.10697199448500208,7.734143868967647e-06,7.230586968302916e-05
0.004875,0.10714338556952556,0.10715119236131264,7.806791787079437e-06,7.28630306535677e-05
0.005,0.10732230793759019,0.1073303902376232,8.082300033004919e-06,7.530866777208e-05
0.005125,0.10750102812636247,0.10750918108285767,8.15295649519987e-06,7.584073043112083e-05
0.00525,0.10767954681273159,0.10768797192809217,8.425115360574664e-06,7.824248531828362e-05
0.0053750000000000004,0.10785786466947674,0.10786635847680029,8.493807323553537e-06,7.875000445801674e-05
0.0055,0.10803598236530301,0.10804474502550841,8.76266020539973e-06,8.110871964648213e-05
0.005625,0.10821390056487688,0.10822272997898584,8.829414108957323e-06,8.159223595922219e-05
0.00575,0.10839161992886125,0.10840071493246327,9.09500360202209e-06,8.390873397769282e-05
0.005875,0.10856914111395012,0.10857830095933171,9.159845381592757e-06,8.436877447504942e-05
0.006,0.10874646477290292,0.10875588698620016,9.422213297236026e-06,8.664385841794956e-05
0.006125,0.10892359155457836,0.1089330767229744,9.485168396050625e-06,8.708093683541277e-05
0.00625,0.10910052210396795,0.10911026645974865,9.74435578070254e-06,8.931539091459629e-05
0.0063750000000000005,0.1092772570622292,0.10928706251139074,9.805449161542912e-06,8.973000810185962e-05
0.006500000000000001,0.10945379706671832,0.10946385856303283,1.0061496314509033e-05,9.192459817886343e-05
0.006625,0.10963014275102269,0.1096402635034939,1.012075247121269e-05,9.231724247771434e-05
0.00675,0.10980629474499289,0.10981666844395498,1.0373698962090616e-05,9.44727165795161e-05
0.006875,0.10998225367477438,0.10999268481670502,1.0431141930639098e-05,9.484386418816856e-05
0.007,0.11015802016283888,0.11016870118945506,1.0681026616179978e-05,9.696095300542683e-05
0.007125,0.11033359482801536,0.11034433150800088,1.0736679985523523e-05,9.73110683310866e-05
0.00725,0.1105089782855207,0.11051996182654669,1.098354102599397e-05,9.939048569986621e-05
0.0073750000000000005,0.11068417114699002,0.11069520857493852,1.1037427948501488e-05,9.9720021698889e-05
0.0075,0.11085917402050666,0.11087045532333033,1.1281302823670791e-05,0.00010176246506747274
0.007625,0.11103398751063187,0.11104532095665727,1.133344602539943e-05,0.00010207186357523288
0.00775,0.11120861221843416,0.11122018658998421,1.1574371550054918e-05,0.0001040780144555767
0.007875,0.11138304874151829,0.11139467353485893,1.1624793340644923e-05,0.00010436770650462229
0.008,0.11155729767405403,0.11156916047973364,1.1862805679607735e-05,0.00010633823090864164
0.008125,0.11173135960680458,0.11174327113476645,1.1911527961872004e-05,0.00010660863703610092
0.00825,0.11190523512715458,0.11191738178979926,1.2146662644679784e-05,0.00010854418589870067
0.008375,0.112078924819138,0.11209111852606204,1.219370692404076e-05,0.00010879571644461848
0.0085,0.11225242926346561,0.11226485526232481,1.2425998859200149e-05,0.00011069692603297881
0.008625,0.11242574903755218,0.11243822042380489,1.2471386252710381e-05,0.00011092998142751629
0.00875,0.11259888471554337,0.11261158558528495,1.2700869741574805e-05,0.00011279747373751242
0.008875000000000001,0.11277183686834245,0.1127845814893293,1.2744620986840371e-05,0.00011301244478015553
0.009000000000000001,0.11294460606363656,0.11295757739337363,1.297132973707149e-05,0.00011484682791990012
0.009125,0.11311719286592281,0.11313020633112365,1.3013465200842345e-05,0.00011504409604883865
0.00925,0.1132895978365341,0.11330283526887368,1.323743233958008e-05,0.00011684596461080472
0.009375,0.1134618215336646,0.11347509950569072,1.3277972026118356e-05,0.00011702590216373892
0.0095,0.11363386451239507,0.11364736374250776,1.349923011269294e-05,0.00011879583758431746
0.009625,0.11380572732471778,0.11381926551838968,1.353819367190534e-05,0.0001189588080508214
0.00975,0.11397741051956127,0.1139911672942716,1.3756774710327324e-05,0.00012069737895972123
0.009875,0.11414891464281486,0.11416270882426058,1.379418144571709e-05,0.00012084373722589091
0.01,0.11432024023735282,0.11433425035424956,1.4010116896737146e-05,0.00012255149978384475
