omega_m,lane,quantum_model,amplitude,stable,refinement_l2,max_correction_ratio,turning_points,blowup_near_turning,final_a,passes_refinement_gate,passes_ratio_gate
0.295,alpha_qg,n/a,7.106000404519682e-07,True,6.87576045353667e-08,0.12398177632938794,0,False,0.7856600941005322,True,True
0.295,bohmian_q,off,7.106000404519682e-07,True,6.971004562499365e-08,0.0,0,False,0.7689385640694077,True,True
0.295,bohmian_q,gaussian,7.106000404519682e-07,True,6.971082085438716e-08,0.08504032836617534,0,False,0.7689235479190646,True,True
0.295,bohmian_q,plateau,7.106000404519682e-07,True,6.97109443060313e-08,0.07466976049425733,0,False,0.7689212896731321,True,True
0.295,bohmian_q,unified_dmde_proxy,7.106000404519682e-07,True,6.97109075617832e-08,0.07744601330806677,0,False,0.7689219592038652,True,True
0.295,alpha_qg,n/a,8.443568334423105e-07,True,6.858115251333625e-08,0.8457688072501407,0,False,0.788789618625349,True,True
0.295,bohmian_q,off,8.443568334423105e-07,True,6.971004562499365e-08,0.0,0,False,0.7689385640694077,True,True
0.295,bohmian_q,gaussian,8.443568334423105e-07,True,6.971096686030826e-08,0.08534093918748134,0,False,0.7689207213944717,True,True
0.295,bohmian_q,plateau,8.443568334423105e-07,True,6.971111280123138e-08,0.07489863228658972,0,False,0.768918038069297,True,True
0.295,bohmian_q,unified_dmde_proxy,8.443568334423105e-07,True,6.971106960759528e-08,0.0776931309822309,0,False,0.7689188336287659,True,True
0.295,alpha_qg,n/a,1.0032907706102438e-06,True,6.837283894050594e-08,0.1712330881887763,0,False,0.7924961023154647,True,True
0.295,bohmian_q,off,1.0032907706102438e-06,True,6.971004562499365e-08,0.0,0,False,0.7689385640694077,True,True
0.295,bohmian_q,gaussian,1.0032907706102438e-06,True,6.971113990970132e-08,0.08559558835239847,0,False,0.7689173628214131,True,True
0.295,bohmian_q,plateau,1.0032907706102438e-06,True,6.971131409623222e-08,0.07509234815376084,0,False,0.7689141744008986,True,True
0.295,bohmian_q,unified_dmde_proxy,1.0032907706102438e-06,True,6.971126251156705e-08,0.07790233678677938,0,False,0.7689151197125736,True,True
0.295,alpha_qg,n/a,1.1921409651983008e-06,True,6.812720058473012e-08,0.1478325535175718,0,False,0.7968833464723696,True,True
0.295,bohmian_q,off,1.1921409651983008e-06,True,6.971004562499365e-08,0.0,0,False,0.7689385640694077,True,True
0.295,bohmian_q,gaussian,1.1921409651983008e-06,True,6.971134599883016e-08,0.08581108722635519,0,False,0.7689133720481532,True,True
