t,a_exact,a_approx_on_exact,a_alt_on_exact,abs_diff_exact_approx,abs_diff_exact_alt,abs_diff_approx_alt,rel_diff_exact_approx,rel_diff_exact_alt,rel_diff_approx_alt
0,0.10000000000000001,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0
0.00025000000000000001,0.10037453527717524,0.10037500000000001,0.10037134579296374,4.6472282476395232e-07,3.1894842115048894e-06,3.6542070362688417e-06,4.629887684965688e-06,3.1775830420508392e-05,3.6405718105474079e-05
0.00050000000000000001,0.10074814574275946,0.10075000000000001,0.10074269158592747,1.8542572405438884e-06,5.454156831993795e-06,7.3084140725376834e-06,1.8404877100947846e-05,5.4136548040495511e-05,7.2541425141443353e-05
0.00075000000000000002,0.10112083827751296,0.10112500000000001,0.10111403737889121,4.1617224870449387e-06,6.8008986217477085e-06,1.0962621108792647e-05,4.1155933415262965e-05,6.7255164589156803e-05,0.00010841109800441977
0.001,0.10149261966988833,0.10150000000000001,0.10148538317185495,7.3803301116753817e-06,7.2364980333861073e-06,1.4616828145061489e-05,7.2717899446091122e-05,7.1300731589382944e-05,0.00014401863103547405
0.00125,0.10186349661780286,0.10187127288608673,0.10185672896481868,7.7762682838683483e-06,6.7676529841853572e-06,1.4543921268053706e-05,7.6340087882956098e-05,6.6438451544402377e-05,0.00014277853942735847
0.0015,0.10223347573036695,0.10224254577217345,0.10222807475778242,9.0700418065026156e-06,5.4009725845294287e-06,1.4471014391032044e-05,8.8718902900494889e-05,5.2829785409761789e-05,0.00014154868831025669
0.00175,0.10260256352956969,0.10261381865826018,0.10259942055074615,1.1255128690490501e-05,3.1429788235337597e-06,1.4398107514024261e-05,0.00010969636920666904,3.063255649190416e-05,0.00014032892569857319
0.002,0.10297076645192306,0.1029850915443469,0.10297076634370989,1.4325092423841945e-05,1.0821317453224566e-10,1.4325200637016478e-05,0.00013911805182619647,1.0509116156066413e-09,0.00013911910273781209
0.0022500000000000003,0.10333809085006593,0.10335274721106681,0.10333508048440462,1.4656361000883744e-05,3.010365661304526e-06,1.766672666218827e-05,0.000141829221735368,2.9131229699920244e-05,0.00017096045143528824
0.0025000000000000001,0.103704542994329,0.10372040287778672,0.10369939462509936,1.5859883457716717e-05,5.1483692296433459e-06,2.1008252687360063e-05,0.0001529333527710917,4.9644587218564092e-05,0.00020257793998965578
0.0027499999999999998,0.10407012907426204,0.10408805854450665,0.1040637087657941,1.7929470244607004e-05,6.420308467938729e-06,2.4349778712545733e-05,0.00017228257910406527,6.1692135150109059e-05,0.00023397471425417433
0.0030000000000000001,0.10443485520012427,0.10445571421122656,0.10442802290648884,2.0859011102283831e-05,6.8322936354336949e-06,2.7691304737717526e-05,0.0001997322738879884,6.5421583841344759e-05,0.00026515385772933316
0.0032500000000000003,0.10479872740433922,0.10481985679165448,0.10479233704718358,2.112938731525793e-05,6.390357155647286e-06,2.7519744470905216e-05,0.00020161873945029278,6.0977430870812562e-05,0.00026259617032110534
0.0035000000000000001,0.10516175164291497,0.10518399937208239,0.10515665118787831,2.2247729167423902e-05,5.1004550366551271e-06,2.7348184204079029e-05,0.00021155723273769356,4.8501046787182441e-05,0.00026005827952487598
0.0037499999999999999,0.10552393379683078,0.10554814195251032,0.10552096532857305,2.4208155679536492e-05,2.9684682577302279e-06,2.717662393726672e-05,0.00022940914737072955,2.8130758122091089e-05,0.00025753990549282063
