t,a_exact,a_approx_on_exact,a_alt_on_exact,abs_diff_exact_approx,abs_diff_exact_alt,abs_diff_approx_alt,rel_diff_exact_approx,rel_diff_exact_alt,rel_diff_approx_alt
0,0.10000000000000001,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0
0.00025000000000000001,0.10037453771369001,0.10037500000000001,0.1003713644751234,4.6228630999622933e-07,3.173238566606118e-06,3.6355248766023474e-06,4.6056133410532644e-06,3.1613979390445456e-05,3.6219592731498723e-05
0.00050000000000000001,0.10074815542870115,0.10075000000000001,0.1007427289502468,1.8445712988562901e-06,5.4264784543484046e-06,7.2710497532046947e-06,1.8308735192295045e-05,5.3861814454644147e-05,7.2170549646939191e-05
0.00075000000000000002,0.10112085993734203,0.10112500000000001,0.1011140934253702,4.1400626579757294e-06,6.7665119718313127e-06,1.0906574629807042e-05,4.0941727162338352e-05,6.6915095223913341e-05,0.0001078568223862517
0.001,0.101492657941855,0.10150000000000001,0.1014854579004936,7.3420581450100997e-06,7.2000413613992897e-06,1.4542099506409389e-05,7.2340781036755211e-05,7.0941499684874868e-05,0.00014328228072163008
0.00125,0.10186355605611924,0.1018712925,0.10185682237561698,7.7364438807597802e-06,6.7336805022605306e-06,1.4470124383020311e-05,7.5949085033881006e-05,6.6104903097538703e-05,0.00014205398813141971
0.0015,0.10223356080731236,0.102242585,0.10222818685074038,9.0241926876399869e-06,5.3739565719773674e-06,1.4398149259617354e-05,8.8270354826518326e-05,5.2565483678163516e-05,0.00014083583850468183
0.00175,0.10260267863753152,0.10261387750000001,0.10259955132586378,1.1198862468489446e-05,3.1273116677388302e-06,1.4326174136228276e-05,0.00010914785673434506,3.0479824788851523e-05,0.0001396276815231966
0.002,0.1029709159053756,0.10298517,0.10297091580098718,1.4254094624396862e-05,1.0438842845683638e-10,1.4254199012825319e-05,0.00013842835619230019,1.0137661449254503e-09,0.00013842936995844512
0.0022500000000000003,0.10333827888748934,0.10335286348745071,0.10333528260994951,1.4584599961370293e-05,2.9962775398295616e-06,1.7580877501199854e-05,0.00014113453522144774,2.8994846557215859e-05,0.00017012938177866357
0.0025000000000000001,0.10370477378007056,0.10372055697490142,0.10369964941891184,1.5783194830851222e-05,5.1243611587231674e-06,2.0907555989574389e-05,0.00015219352258867954,4.9412972729591842e-05,0.00020160649531827138
0.0027499999999999998,0.10407040670034169,0.10408825046235212,0.10406401622787417,1.7843762010430475e-05,6.3904724675184488e-06,2.4234234477948924e-05,0.00017145855941362164,6.1405280041991087e-05,0.00023286383945561273
0.0030000000000000001,0.10443518368798647,0.10445594394980283,0.10442838303683652,2.076026181635493e-05,6.8006511499546507e-06,2.7560912966309581e-05,0.00019878608992902891,6.5118391233670876e-05,0.00026390448116269977
0.0032500000000000003,0.10479911070655298,0.10482014128766404,0.10479274984579885,2.1030581111053381e-05,6.3608607541315587e-06,2.739144186518494e-05,0.00020067518673837524,6.0695751244898301e-05,0.00026137093798327354
0.0035000000000000001,0.10516219364482385,0.10518433862552524,0.10515711665476118,2.214498070139681e-05,5.076990062663489e-06,2.7221970764060299e-05,0.00021057929597959266,4.8277711663285884e-05,0.00025885700764287855
0.0037499999999999999,0.10552443831815458,0.10554853596338645,0.10552148346372352,2.4097645231868636e-05,2.9548544310670222e-06,2.7052499662935658e-05,0.00022836080073901339,2.8001612500017795e-05,0.00025636241323903121
0.0040000000000000001,0.10588585046978102,0.10591273330124766,0.10588585027268585,2.6882831466637502e-05,1.9709517351529371e-10,2.6883028561811018e-05,0.00025388502191149131,1.861392930602576e-09,0.00025388688330442194
0.0042500000000000003,0.10624643577209671,0.10627353213790508,0.10624359936296461,2.7096365808373934e-05,2.8364091320953744e-06,2.9932774940469309e-05,0.00025503317463276208,2.6696510913359678e-05,0.00028172968554612175
0.0045000000000000005,0.10660619982790098,0.10663433097456249,0.10660134845324336,2.813114666150307e-05,4.8513746576245298e-06,3.29825213191276e-05,0.00026387908683468822,4.5507434515593553e-05,0.00030938652135028178
0.0047499999999999999,0.10696514817161873,0.10699512981121989,0.10695909754352211,2.9981639601162069e-05,6.0506280966238224e-06,3.6032267697785891e-05,0.00028029353591936475,5.6566350816584862e-05,0.00033685988673594965
0.0050000000000000001,0.10732328627049247,0.10735592864787731,0.10731684663380087,3.2642377384844989e-05,6.4396366915991932e-06,3.9082014076444183e-05,0.0003041499987484021,6.0002231718557163e-05,0.00036415223046695928
0.0052500000000000003,0.10768061952574762,0.10771342178905322,0.10767459572407963,3.280226330559799e-05,6.0238016679897699e-06,3.8826064973587759e-05,0.00030462550689313504,5.5941372686376096e-05,0.00036056687957951116
0.0054999999999999997,0.10803715327373162,0.10807091493022911,0.10803234481435837,3.3761656497488524e-05,4.8084593732428127e-06,3.8570115870731336e-05,0.00031250042669994242,4.4507460883013725e-05,0.00035700788758295614
0.0057499999999999999,0.10839289278702768,0.108428408071405,0.10839009390463712,3.5515284377313217e-05,2.7988823905616966e-06,3.8314166767874913e-05,0.00032765325718443517,2.5821641240454442e-05,0.0003534748984248896
0.0060000000000000001,0.10874784327554379,0.1087859012125809,0.10874784299491588,3.8057937037108691e-05,2.8062790979888064e-10,3.805821766501849e-05,0.00034996498220822331,2.5805377039784314e-09,0.0003499675627459273
0.0062500000000000003,0.10910200988757769,0.10914017695947734,0.10909931852844701,3.8167071899644633e-05,2.6913591306826357e-06,4.0858431030327269e-05,0.00034982922806805203,2.4668281853431262e-05,0.0003744975099214833
0.0065000000000000006,0.10945539771085848,0.10949445270637377,0.10945079406197815,3.9054995515291901e-05,4.6036488803302689e-06,4.365864439562217e-05,0.00035681196480104798,4.2059587527071073e-05,0.00039887155232811908
0.0067499999999999999,0.10980801177356544,0.10984872845327019,0.10980226959550927,4.0716679704747016e-05,5.7421780561700553e-06,4.6458857760917072e-05,0.00037079880645419854,5.2292887954395532e-05,0.00042309169440859405
0.0070000000000000001,0.1101598570453247,0.11020300420016663,0.1101537451290404,4.3147154841924329e-05,6.1119162843015218e-06,4.9259071126225851e-05,0.00039167765826140518,5.5482245967210631e-05,0.00044715990422861584
0.0072500000000000004,0.11051093843818434,0.11055414665753142,0.11050522066257153,4.3208219347085075e-05,5.7177756128123924e-06,4.8925994959897467e-05,0.00039098590562828075,5.1739453972790661e-05,0.0004427253596010714
0.0074999999999999997,0.11086126080756849,0.11090528911489621,0.11085669619610265,4.402830732772034e-05,4.5646114658348669e-06,4.8592918793555206e-05,0.00039714781346518956,4.1174089421173173e-05,0.00043832190288636277
0.0077499999999999999,0.11121082895321102,0.11125643157226101,0.11120817172963379,4.5602619049983639e-05,2.6572235772293062e-06,4.8259842627212945e-05,0.0004100555627471252,2.3893568659102774e-05,0.00043394913140622796
0.0080000000000000002,0.11155964762006926,0.1116075740296258,0.11155964726316492,4.7926409556545146e-05,3.5690433941582e-10,4.7926766460884562e-05,0.00042960345052150283,3.1992243345129635e-09,0.00042960664974583739
0.0082500000000000004,0.11190772149921836,0.11195566338696346,0.1119051622679168,4.7941887745095446e-05,2.5592313015604384e-06,5.0501119046655885e-05,0.00042840553898177504,2.2869121694862592e-05,0.00045127466067663763
